Tiempo,,Velocidad,,R,,T,
4,91339552247139,9,4758978120697,24818,57,10444,87
4,91440298515798,9,67164666803371,25237,77,10444,87
4,91541044784456,9,86985914454651,25070,9,10413,3
4,91641791053115,10,705175999239,25237,77,10476,71
4,91742537321773,10,2736041747804,24902,41,10381,19
4,91843283590432,10,479100793618,24902,41,10190,15
4,9194402985909,10,6869891664355,24986,25,10094,63
4,92044776127748,10,8972507903564,24650,89,10253,83
4,92145522396407,11,1098669512754,24483,21,10190,15
4,92246268665065,11,3248187255244,25153,93,10190,15
4,92347014933724,11,5420869815564,24986,25,10126,47
4,92447761202382,11,7616523816486,25321,61,10221,99
4,92548507471041,11,9834953836233,24650,89,10317,51
4,92649253739699,12,2075962425877,25153,93,10413,3
4,92750000008357,12,4339350126904,25237,77,10094,63
4,92850746277016,12,6624915488974,24650,89,10253,83
4,92951492545674,12,893245508785,25153,93,10158,31
4,93052238814333,13,1261763543501,24483,21,10444,87
4,93152985082991,13,3612633538383,25153,93,10285,67
4,9325373135165,13,598485583589,24818,57,10381,19
4,93354477620308,13,8378219298977,24650,89,10349,35
4,93455223888966,14,792510908956,24902,41,9967,27
4,93555970157625,14,3227515784449,24315,53,10253,83
4,93656716426283,14,568301720052,24147,85,10221,99
4,93757462694942,14,8158796607956,24567,5,10349,35
4,938582089636,15,654633652728,25153,93,10221,99
4,93958955232258,15,3170306195596,24231,69,10190,15
4,94059701500917,15,5705590331886,24567,5,10413,3
4,94160447769575,15,8260260411413,24650,89,10508,55
4,94261194038234,16,83408905857,24315,53,10381,19
4,94361940306892,16,3426847192559,24650,89,10190,15
4,94462686575551,16,6038304047788,24986,25,10349,35
4,94563432844209,16,8668227194404,24483,21,10253,83
4,94664179112868,17,1316382558981,24483,21,10381,19
4,94764925381526,17,3982534445356,24231,69,10253,83
4,94865671650184,17,6666445555603,23980,17,10604,7
4,94966417918843,17,9367877011159,24399,37,10540,39
4,95067164187501,18,208658837408,24567,5,10349,35
4,9516791045616,18,4822337668444,24147,85,10253,83
4,95268656724818,18,7574881401884,24147,85,10094,63
4,95369402993476,19,343974587263,24650,89,10253,83
4,95470149262135,19,3129370764483,24315,53,10190,15
4,95570895530793,19,5930822022409,24064,1,10572,23
4,95671641799452,19,8748079020947,23812,49,10349,35
4,9577238806811,20,1580891013225,23728,65,10476,71
4,95873134336769,20,4429005867921,24315,53,10381,19
4,95973880605427,20,7292170091695,24986,25,10444,87
4,96074626874085,21,170128851757,24231,69,10476,71
4,96175373142744,21,3062625998544,24064,1,10476,71
4,96276119411402,21,5969404088517,24483,21,10476,71
4,96376865680061,21,8890204407084,24567,5,10285,67
4,96477611948719,22,1824766991615,24567,5,10381,19
4,96578358217378,22,4772830654585,24818,57,10349,35
4,96679104486036,22,7734133006822,24315,53,10444,87
4,96779850754694,23,708410480858,24315,53,10508,55
4,96880597023353,23,3695398354389,24064,1,10444,87
4,96981343292011,23,6694830773835,24147,85,10253,83
4,9708208956067,23,9706440778004,23812,49,10253,83
4,97182835829328,24,2729960321849,23896,33,10476,71
4,97283582097987,24,5765120300331,23980,17,10381,19
4,97384328366645,24,8811650572365,24483,21,10444,87
4,97485074635303,25,1869279984866,24567,5,10349,35
4,97585820903962,25,493773639688,23812,49,10572,23
4,9768656717262,25,801674670381,24064,1,10444,87
4,97787313441279,26,1106036861723,23728,65,10381,19
4,97888059709937,26,4205331911735,23896,33,10413,3
4,97988805978595,26,731435600449,24315,53,10349,35
4,98089552247254,27,432832424707,23644,81,10285,67
4,98190298515912,27,3560483615815,23896,33,10253,83
4,98291044784571,27,6697031204649,23812,49,10540,39
4,98391791053229,27,9842196026232,23896,33,10381,19
4,98492537321888,28,2995698148618,24064,1,10540,39
4,98593283590546,28,6157256897808,24147,85,10795,11
4,98694029859205,28,9326590882736,23644,81,10572,23
4,98794776127863,29,2503418020305,24147,85,10381,19
4,98895522396521,29,5687455560501,24902,41,10381,19
4,9899626866518,29,8878420111555,24064,1,10444,87
4,99097014933838,30,2076027665164,23980,17,10476,71
4,99197761202497,30,527999362178,24147,85,10444,87
4,99298507471155,30,8490032815924,23980,17,10413,3
4,99399253739813,31,170585954158,23896,33,10349,35
4,99500000008472,31,4927187577614,23477,13,10381,19
4,9960074627713,31,8153730213262,23812,49,10381,19
4,99701492545789,32,1385200273634,23812,49,10349,35
4,99802238814447,32,462131014528,23644,81,10444,87
4,99902985083106,32,7861771801792,23644,81,10285,67
5,3731351764,33,1106296829433,23812,49,10922,47
5,104477620422,33,4354596452813,23812,49,10476,71
5,205223889081,33,7606381560587,23309,45,10349,35
5,305970157739,34,861362731187,24818,57,10508,55
5,406716426398,34,4119250258584,23812,49,10604,7
5,507462695056,34,7379754178072,24064,1,10476,71
5,608208963715,35,642584292077,23812,49,10508,55
5,708955232373,35,3907450195982,24399,37,10508,55
5,809701501031,35,717406130398,24231,69,10253,83
5,91044776969,36,442126874929,23728,65,10508,55
5,1011194038348,36,3711356038241,23896,33,10444,87
5,1111940307007,36,6981457819758,23812,49,10540,39
5,1212686575665,37,252141167659,24064,1,10349,35
5,1313432844324,37,3523114978358,23896,33,10221,99
5,1414179112982,37,6794088122419,23560,97,10221,99
5,151492538164,38,64769470467,23393,29,10572,23
5,1615671650299,38,3334867919094,23560,97,10476,71
5,1716417918957,38,6604092416775,23477,13,10253,83
5,1817164187616,38,9872151989769,24399,37,10285,67
5,1917910456274,39,3138755768019,23560,97,10126,47
5,2018656724932,39,6403613011038,23477,13,10349,35
5,2119402993591,39,9666433133788,23644,81,10381,19
5,2220149262249,40,2926925732543,24399,37,10444,87
5,2320895530908,40,6184800610733,24064,1,10413,3
5,2421641799566,40,9439767804782,24147,85,10508,55
5,2522388068225,41,2691537609903,23644,81,10444,87
5,2623134336883,41,5939820605891,24315,53,10285,67
5,2723880605542,41,918432768288,23812,49,10285,67
5,28246268742,42,2424770067077,23560,97,10285,67
5,2925373142858,42,5660859346462,23477,13,10508,55
5,3026119411517,42,8892307496458,23477,13,10667,75
5,3126865680175,43,2118826905567,23225,61,10508,55
5,3227611948834,43,5340130400966,23980,17,10413,3
5,3328358217492,43,8555931274074,24315,53,10413,3
5,342910448615,44,1765943306058,23309,45,10635,91
5,3529850754809,44,4969880793321,23477,13,10381,19
5,3630597023467,44,8167458572918,23309,45,10476,71
5,3731343292126,45,1358392047947,24567,5,10476,71
5,3832089560784,45,4542397212875,23896,33,10413,3
5,3932835829443,45,7719190678815,23309,45,10476,71
5,4033582098101,46,888489698747,23141,77,10444,87
5,4134328366759,46,4050012192688,22722,57,10572,23
5,4235074635418,46,7203476772797,23812,49,10572,23
5,4335820904076,47,348602768418,23980,17,10540,39
5,4436567172735,47,348511025106,23896,33,10986,15
5,4537313441393,47,6612720059317,23644,81,10572,23
5,4638059710052,47,9731153823705,22890,25,10476,71
5,473880597871,48,2840133991451,24231,69,10476,71
5,4839552247368,48,5939383851183,23980,17,10508,55
5,4940298516027,48,9028627557567,23477,13,10635,91
5,5041044784685,49,2107590155856,23812,49,10699,59
5,5141791053344,49,5175997606358,23477,13,10508,55
5,5242537322002,49,8233576808837,24147,85,10444,87
5,5343283590661,50,1280055626808,23812,49,10349,35
5,5444029859319,50,4315162911766,23812,49,10317,51
5,5544776127977,50,7338628527315,24231,69,10508,55
5,5645522396636,51,350183373214,23980,17,10349,35
5,5746268665294,51,3349559409328,24064,1,10317,51
5,5847014933953,51,6336489679483,23980,17,10444,87
5,5947761202611,51,9310708335226,24064,1,10572,23
5,604850747127,52,2271950659486,23980,17,10572,23
5,6149253739928,52,521995309014,23812,49,10381,19
5,6250000008586,52,8154453243465,24650,89,10572,23
5,6350746277245,53,1075189937494,24315,53,10667,75
5,6451492545903,53,3981903215259,24483,21,10381,19
5,6552238814562,53,6874334367932,24734,73,10572,23
5,665298508322,53,9752225957855,24734,73,10572,23
5,6753731351878,54,261532184144,24818,57,10508,55
5,6854477620537,54,546336719198,25405,45,10540,39
5,6955223889195,54,8296108522321,25321,61,10253,83
5,7055970157854,55,1113293707429,25237,77,10317,51
5,7156716426512,55,3914672006826,25489,29,9999,11
5,7257462695171,55,669999408691,24986,25,10221,99
5,7358208963829,55,9469012043143,25070,9,10317,51
5,7458955232487,56,2221479422118,25237,77,10285,67
5,7559701501146,56,4957151243498,25237,77,10253,83
5,7660447769804,56,767578402181,26327,69,9999,11
5,7761194038463,57,377135788128,25992,33,10158,31
5,7861940307121,57,3060966111599,25908,49,10221,99
5,796268657578,57,5727036120849,25908,49,10126,47
5,8063432844438,57,8375108525242,26160,1,10221,99
5,8164179113096,58,1004947635998,26243,85,9808,7
5,8264925381755,58,3616319387171,26076,17,10190,15
5,8365671650413,58,6208991356481,26411,53,10094,63
5,8466417919072,58,8782732786005,26411,53,10094,63
5,856716418773,59,1337314602711,26243,85,10030,95
5,8667910456389,59,3872509438843,26160,1,9808,7
5,8768656725047,59,6388091652168,26160,1,9999,11
5,8869402993705,59,8883837346049,26327,69,10094,63
5,8970149262364,60,1359524389378,25405,45,9839,91
5,9070895531022,60,3814932436346,26663,5,9967,27
5,9171641799681,60,6249842946052,26914,57,9808,7
5,9272388068339,60,8664039201956,26243,85,9585,19
5,9373134336998,61,1057306331169,26160,1,9744,39
5,9473880605656,61,3429431323577,26327,69,9521,51
5,9574626874314,61,5780203050794,25656,97,9776,23
5,9675373142973,61,8109412284962,26243,85,9744,39
5,9776119411631,62,416851717367,26327,69,9489,67
5,987686568029,62,2702315976895,26830,73,9617,3
5,9977611948948,62,4965601648305,26746,89,9457,83
5,10078358217607,62,7206507290339,26663,5,9457,83
5,10179104486265,62,9424833453647,26663,5,9617,3
5,10279850754923,63,1620382698542,26495,37,9776,23
5,10380597023582,63,3792959612573,26243,85,9553,35
5,1048134329224,63,5942370827913,26495,37,9648,87
5,10582089560899,63,8068425038576,27333,77,9648,87
5,10682835829557,64,170933017437,26663,5,9457,83
5,10783582098215,64,2249707633081,26830,73,9489,67
5,10884328366874,64,4304563866453,26914,57,9457,83
5,10985074635532,64,6335318827328,26914,57,9712,55
5,11085820904191,64,8341791770587,27082,25,9521,51
5,11186567172849,65,323804112307,26495,37,9298,63
5,11287313441508,65,2281179445653,26579,21,9457,83
5,11388059710166,65,4213743556582,27501,45,9394,15
5,11488805978824,65,6121324439343,26914,57,9362,31
5,11589552247483,65,8003752311793,26830,73,9521,51
5,11690298516141,65,9860859630503,26411,53,9394,15
5,117910447848,66,1692481105674,26327,69,9617,3
5,11891791053458,66,3498453715845,26495,37,9298,63
5,11992537322117,66,5278616722405,27166,9,9234,95
5,12093283590775,66,7032811683897,27333,77,9330,47
5,12194029859433,66,8760882470124,26663,5,9362,31
5,12294776128092,67,46267527604,27082,25,9330,47
5,1239552239675,67,2138038635443,27082,25,9298,63
5,12496268665409,67,3786823434456,27669,13,9298,63
5,12597014934067,67,5408882924794,26663,5,9203,11
5,12697761202726,67,7004072736834,26579,21,9171,27
5,12798507471384,67,8572250892454,26579,21,9425,99
5,12899253740042,68,113277817679,27501,45,9234,95
5,13000000008701,68,1627016355096,26914,57,9171,27
5,13100746277359,68,3113331776068,27082,25,9203,11
5,13201492546018,68,4572091792721,26830,73,9298,63
5,13302238814676,68,6003166569721,26914,57,9203,11
5,13402985083335,68,7406428735824,26663,5,9075,75
5,13503731351993,68,8781753395222,27501,45,9171,27
5,13604477620651,69,129018138653,26998,41,9043,91
5,1370522388931,69,1448103054294,26663,5,9171,27
5,13805970157968,69,2738890738441,26746,89,9107,59
5,13906716426627,69,4001266305951,26579,21,9203,11
5,14007462695285,69,523511740047,26746,89,9139,43
5,14108208963944,69,6440334204437,26830,73,9425,99
5,14208955232602,69,761680944885,26830,73,9203,11
5,1430970150126,69,8764438422823,26914,57,9234,95
5,14410447769919,69,9883118982895,27752,97,9139,43
5,14511194038577,70,972751562131,26998,41,9043,91
5,14611940307236,70,2033239178979,26998,41,8980,23
5,14712686575894,70,3064487445901,27333,77,9362,31
5,14813432844552,70,4066404577776,26411,53,9171,27
5,14914179113211,70,5038901400069,26663,5,9234,95
5,15014925381869,70,5981891356767,27669,13,9139,43
5,15115671650528,70,6895290518084,27082,25,9012,7
5,15216417919186,70,7779017587928,26830,73,9012,7
5,15317164187845,70,863299391114,26579,21,8980,23
5,15417910456503,70,9457143480496,26579,21,9107,59
5,15518656725162,71,251392943467,27082,25,8948,39
5,1561940299382,71,101567160875,27249,93,9266,79
5,15720149262478,71,174991145256,26914,57,9043,91
5,15820895531137,71,2454047124687,26495,37,9012,7
5,15921641799795,71,3128015954306,26830,73,9107,59
5,16022388068454,71,3771757955562,26579,21,9043,91
5,16123134337112,71,4385215832904,26663,5,9139,43
5,1622388060577,71,4968334986185,26830,73,9330,47
5,16324626874429,71,5521063515526,26663,5,9075,75
5,16425373143087,71,6043352225929,26998,41,9107,59
5,16526119411746,71,6535154631662,27501,45,9203,11
5,16626865680404,71,699642696039,26914,57,9107,59
5,16727611949063,71,7427128157076,26495,37,9043,91
5,16828358217721,71,7827219887631,26663,5,9107,59
5,16929104486379,71,8196666542331,26914,57,9012,7
5,17029850755038,71,8535435238982,26998,41,8916,55
5,17130597023696,71,8843495825846,26579,21,9171,27
5,17231343292355,71,9120820884329,26327,69,8948,39
5,17332089561013,71,9367385731419,26663,5,9043,91
5,17432835829672,71,9583168421882,27166,9,9043,91
5,1753358209833,71,9768149750215,26746,89,8980,23
5,17634328366988,71,992231325236,26830,73,9330,47
5,17735074635647,72,45645207161,26663,5,9234,95
5,17835820904305,72,138134637595,26327,69,8980,23
5,17936567172964,72,199773311741,27166,9,8980,23
5,18037313441622,72,230555743516,26998,41,8789,19
5,18138059710281,72,230479193163,26663,5,8948,39
5,18238805978939,72,199543667497,26914,57,9139,43
5,18339552247597,72,137751919898,27082,25,8980,23
5,18440298516256,72,45109450075,27249,93,9330,47
5,18541044784914,71,9921624503568,26579,21,9043,91
5,18641791053573,71,976730807102,26914,57,9171,27
5,18742537322231,71,9582173887196,26998,41,8884,71
5,18843283590889,71,936623842976,27166,9,9043,91
5,18944029859548,71,9119520917811,26830,73,8980,23
5,19044776128206,71,8842043310171,26746,89,9012,7
5,19145522396865,71,853383030343,26579,21,9266,79
5,19246268665523,71,8194909329748,26663,5,9012,7
5,19347014934182,71,7825310554415,26160,1,9012,7
5,1944776120284,71,7425066873164,27082,25,8980,23
5,19548507471499,71,6994213909246,26914,57,9043,91
5,19649253740157,71,6532790010256,26579,21,9075,75
5,19750000008815,71,6040836244721,26830,73,8980,23
5,19850746277474,71,5518396398448,26998,41,9012,7
5,19951492546132,71,4965516970621,26914,57,8948,39
5,20052238814791,71,4382247169668,26663,5,8884,71
5,20152985083449,71,3768638908878,26663,5,9043,91
5,20253731352107,71,3124746801781,26914,57,9043,91
5,20354477620766,71,2450628157287,26663,5,9043,91
5,20455223889424,71,1746342974588,26830,73,8948,39
5,20555970158083,71,1011953937813,26830,73,8948,39
5,20656716426741,71,247526410453,26830,73,9075,75
5,207574626954,70,9453128429542,26830,73,9171,27
5,20858208964058,70,86288306996,26663,5,8948,39
5,20958955232716,70,7774706586345,27082,25,8948,39
5,21059701501375,70,6890832110153,26830,73,8948,39
5,21160447770033,70,5977285939305,26746,89,8948,39
5,21261194038692,70,5034149382976,26663,5,9012,7
5,2136194030735,70,4061506383999,26998,41,8980,23
5,21462686576009,70,3059443511399,26746,89,9139,43
5,21563432844667,70,2028049952682,26746,89,8948,39
5,21664179113325,70,9674175059,26746,89,8725,51
5,21764925381984,69,9877640571482,27082,25,8821,3
5,21865671650642,69,8758816143828,26998,41,8821,3
5,21966417919301,69,7611043802679,26579,21,8980,23
5,22067164187959,69,6434425704253,27669,13,8916,55
5,22167910456618,69,5229066572154,26914,57,9107,59
5,22268656725276,69,3995073688048,26579,21,9266,79
5,22369402993934,69,2732556882121,26663,5,8980,23
5,22470149262593,69,1441628523294,27333,77,8948,39
5,22570895531251,69,122403509231,27249,93,8884,71
5,2267164179991,68,8774999256107,26830,73,8948,39
5,22772388068568,68,739953568816,26746,89,9075,75
5,22873134337226,68,5996135227015,26746,89,8980,23
5,22973880605885,68,4564922780793,26830,73,8980,23
5,23074626874543,68,3106025732985,26830,73,9012,7
5,23175373143202,68,1619573931125,26830,73,8757,35
5,2327611941186,68,105699675225,26579,21,8789,19
5,23376865680519,67,8564537706002,26411,53,9012,7
5,23477611949177,67,6996225192887,26746,89,8852,87
5,23578358217835,67,5400901721815,27669,13,8852,87
5,23679104486494,67,3778709282802,26746,89,9107,59
5,23779850755152,67,2129792257306,26327,69,8980,23
5,23880597023811,67,454297405379,26327,69,9075,75
5,23981343292469,66,8752373852603,27166,9,9107,59
5,24082089561128,66,7024173076816,27417,61,9012,7
5,24182835829786,66,5269848894633,26914,57,9075,75
5,24283582098444,66,3489557447754,27166,9,8852,87
5,24384328367103,66,1683457189066,27249,93,8916,55
5,24485074635761,65,9851708868542,26998,41,8884,71
5,2458582090442,65,7994475518932,26914,57,8916,55
5,24686567173078,65,6111922441254,26160,1,8948,39
5,24787313441737,65,4204217190078,26998,41,9171,27
5,24888059710395,65,2271529558619,26914,57,8757,35
5,24988805979053,65,314031563619,27249,93,8821,3
5,25089552247712,64,8331897430041,26830,73,8598,15
5,2519029851637,64,632530357556,26495,37,9012,7
5,25291044785029,64,4294428594859,26327,69,9234,95
5,25391791053687,64,2239453243739,26830,73,8884,71
5,25492537322346,64,160560423028,26830,73,8948,39
5,25593283591004,63,80579351623,27333,77,8852,87
5,25694029859662,63,5931764603412,26830,73,8948,39
5,25794776128321,63,3782237983841,26411,53,8916,55
5,25895522396979,63,1609546619847,26914,57,8980,23
5,25996268665638,62,9413883889441,26579,21,9043,91
5,26097014934296,62,7195445215177,26998,41,8884,71
5,26197761202955,62,4954428046755,26998,41,8948,39
5,26298507471613,62,2691031843451,27082,25,9075,75
5,26399253740271,62,405458056361,26998,41,8884,71
5,2650000000893,61,8097910110473,26914,57,8757,35
